id_num,"from_date","to_date","name","ev_desc","isBigEvent","isAllDay"
94,"2012-02-20 19:00:00","2012-02-20 20:00:00","Boy Scouts","","","N"
95,"2012-02-21 11:30:00","2012-02-21 12:30:00","Community & Global","","","N"
96,"2012-02-21 19:00:00","2012-02-21 20:00:00","7th & 8th Confirmation","","","N"
97,"2012-02-22 19:00:00","2012-02-22 20:00:00","Ash Wednesday Service","<p>Lent is a special time of the church year that calls us to focus on the&nbsp;quality of the life of our faith. It asks us to not just to &bdquo;give something&nbsp;up? but add something to our life that will help us spiritually grow. Our&nbsp;Ash Wednesday service will include the imposition of ashes as a sign of our willingness to turn&nbsp;away from things that draw us from God, and toward those things that will draw us closer to&nbsp;God. Holy Communion will also be celebrated. See inside this newsletter for more&nbsp;opportunities to grow this Lenten Season.</p>","Y","N"
98,"2012-02-22 20:00:00","2012-02-22 21:00:00","AA Meeting","","","N"
99,"2012-02-23 18:45:00","2012-02-23 19:45:00","Bell Choir","","","N"
100,"2012-02-23 19:30:00","2012-02-23 20:30:00","Chancel Choir","","","N"
101,"2012-02-23 18:30:00","2012-02-23 19:30:00","TOPS","","","N"
102,"2012-02-25 13:00:00","2012-02-25 15:00:00","SCSA","","","N"
103,"2012-02-25 20:00:00","2012-02-25 21:00:00","AA Meeting","","","N"
104,"2012-02-26 10:00:00","2012-02-26 11:00:00","Worship Service","","","N"
105,"2012-02-26 10:10:00","2012-02-26 11:10:00","Sunday Alive!","","","N"
106,"2012-02-26 13:00:00","2012-02-26 14:00:00","Outside Group","","","N"
107,"2012-02-26 18:30:00","2012-02-26 19:30:00","Bowling","","","N"
108,"2012-02-28 09:00:00","2012-02-28 10:00:00","Work Day","","","N"
109,"2012-02-29 12:00:00","2012-02-29 13:00:00","Lenten Devotional & Luncheon","","","N"
110,"2012-02-29 18:00:00","2012-02-29 19:00:00","Supper","","","N"
111,"2012-02-29 19:00:00","2012-02-29 20:00:00","Lenten Study","","","N"
112,"2012-02-29 20:00:00","2012-02-29 21:00:00","AA Meeting","","","N"
113,"2012-02-05 10:00:00","2012-02-05 11:00:00","5th Sunday after Epiphany","","","N"
114,"2012-02-12 10:00:00","2012-02-12 11:00:00","6th Sunday after Epiphany","","","N"
115,"2012-02-12 10:00:00","2012-02-12 11:00:00","Noisy Offering","","","N"
116,"2012-02-19 10:00:00","2012-02-19 11:00:00","Transfiguration Sunday","","","N"
117,"2012-02-26 10:00:00","2012-02-26 11:00:00","First Sunday in Lent","","","N"
118,"2012-03-01 10:00:00","2012-03-01 11:00:00","WELCA","","","N"
119,"2012-03-01 18:45:00","2012-03-01 19:45:00","Bell Ringers","","","N"
120,"2012-03-01 19:30:00","2012-03-01 20:30:00","Chancel Choir","","","N"
121,"2012-03-01 18:30:00","2012-03-01 19:30:00","TOPS","","","N"
122,"2012-03-03 20:00:00","2012-03-03 21:00:00","AA Meeting","","","N"
123,"2012-03-04 10:00:00","2012-03-04 11:00:00","2nd Sunday of Lent","","","N"
124,"2012-03-04 10:00:00","2012-03-04 11:00:00","Communion Service","","","N"
125,"2012-03-04 10:10:00","2012-03-04 11:10:00","Sunday Alive!","","","N"
126,"2012-03-04 10:10:00","2012-03-04 11:10:00","6th Grade Confirmation","","","N"
127,"2012-03-04 12:00:00","2012-03-04 13:00:00","Worship & Music Ministry","","","N"
128,"2012-03-05 19:00:00","2012-03-05 20:00:00","Boy Scouts","","","N"
129,"2012-03-06 19:00:00","2012-03-06 20:00:00","Youth Meeting","","","N"
130,"2012-03-07 12:00:00","2012-03-07 13:00:00","Mid Week Devotionals","","","N"
131,"2012-03-07 12:30:00","2012-03-07 13:30:00","Midweek Luncheon","","","N"
132,"2012-03-07 18:00:00","2012-03-07 19:00:00","Lenten Supper","","","N"
133,"2012-03-07 19:00:00","2012-03-07 20:00:00","Lenten Study","","","N"
134,"2012-03-07 18:30:00","2012-03-07 19:30:00","Rock Club","","","N"
135,"2012-03-07 20:00:00","2012-03-07 21:00:00","AA Meeting","","","N"
136,"2012-03-08 18:30:00","2012-03-08 19:30:00","TOPS","","","N"
137,"2012-03-08 18:45:00","2012-03-08 19:45:00","Bell Ringers","","","N"
138,"2012-03-08 19:30:00","2012-03-08 20:30:00","Chancel Choir","","","N"
139,"2012-03-10 13:00:00","2012-03-10 15:00:00","Special Adults Class - SCSA","","","N"
140,"2012-03-10 20:00:00","2012-03-10 21:00:00","AA Meeting","","","N"
141,"2012-03-11 10:00:00","2012-03-11 11:00:00","3rd Sunday of Lent","","","N"
142,"2012-03-11 10:00:00","2012-03-11 11:00:00","Communion Service","","","N"
143,"2012-03-11 10:10:00","2012-03-11 11:10:00","Sunday Alive!","","","N"
144,"2012-03-12 19:00:00","2012-03-12 20:00:00","Church Council","","","N"
145,"2012-03-12 19:00:00","2012-03-12 20:00:00","Boy Scouts","","","N"
146,"2012-03-13 09:00:00","2012-03-13 10:00:00","Work Day","","","N"
147,"2012-03-13 19:00:00","2012-03-13 20:00:00","7th & 8th Confirmation","","","N"
148,"2012-03-14 12:00:00","2012-03-14 13:00:00","Midweek Devotional","","","N"
149,"2012-03-14 12:30:00","2012-03-14 13:30:00","Midweek Luncheon","","","N"
150,"2012-03-14 18:00:00","2012-03-14 19:00:00","Lenten Supper","","","N"
151,"2012-03-14 19:00:00","2012-03-14 20:00:00","Lenten Study","","","N"
152,"2012-03-14 20:00:00","2012-03-14 21:00:00","AA Meeting","","","N"
153,"2012-03-15 18:45:00","2012-03-15 19:45:00","Bell Ringers","","","N"
154,"2012-03-15 19:30:00","2012-03-15 20:30:00","Chancel Choir","","","N"
155,"2012-03-15 18:30:00","2012-03-15 19:30:00","TOPS","","","N"
156,"2012-03-16 19:00:00","2012-03-16 20:00:00","Movie Night","","","N"
157,"2012-03-17 20:00:00","2012-03-17 21:00:00","AA Meeting","","","N"
158,"2012-03-18 10:00:00","2012-03-18 11:00:00","4th Sunday of Lent","","","N"
159,"2012-03-18 10:00:00","2012-03-18 11:00:00","Communion Service","","","N"
160,"2012-03-18 10:10:00","2012-03-18 11:10:00","Sunday Alive!","","","N"
161,"2012-03-18 10:10:00","2012-03-18 11:10:00","6th Grade Confirmation","","","N"
162,"2012-03-18 11:30:00","2012-03-18 12:30:00","Teen Choir","","Y","N"
163,"2012-03-18 18:30:00","2012-03-18 19:30:00","Adult Discussion","","","N"
164,"2012-03-19 19:00:00","2012-03-19 20:00:00","Boy Scouts","","","N"
165,"2012-03-20 11:30:00","2012-03-20 12:30:00","Community & Global Ministry","","","N"
166,"2012-03-20 19:00:00","2012-03-20 20:00:00","Yard Sale Meeting","","Y","N"
167,"2012-03-21 12:00:00","2012-03-21 13:00:00","Midweek Devotional","","","N"
168,"2012-03-21 12:30:00","2012-03-21 13:30:00","Midweek Luncheon","","","N"
169,"2012-03-21 18:00:00","2012-03-21 19:00:00","Lenten Supper","","","N"
170,"2012-03-21 19:00:00","2012-03-21 20:00:00","Lenten Study","","","N"
171,"2012-03-21 20:00:00","2012-03-21 21:00:00","AA Meeting","","","N"
172,"2012-03-22 18:45:00","2012-03-22 19:45:00","Bell Ringers","","","N"
173,"2012-03-22 19:30:00","2012-03-22 20:30:00","Chancel Choir","","","N"
174,"2012-03-22 18:30:00","2012-03-22 19:30:00","TOPS","","","N"
175,"2012-03-24 13:00:00","2012-03-24 15:00:00","SCSA","","","N"
176,"2012-03-24 20:00:00","2012-03-24 21:00:00","AA Meeting","","","N"
177,"2012-03-25 10:00:00","2012-03-25 11:00:00","5th Sunday of Lent","","","N"
178,"2012-03-25 10:00:00","2012-03-25 11:00:00","Communion Worship","","","N"
179,"2012-03-26 19:00:00","2012-03-26 20:00:00","Boy Scouts","","","N"
180,"2012-03-27 09:00:00","2012-03-27 10:00:00","Work Day","","","N"
181,"2012-03-27 19:00:00","2012-03-27 20:00:00","7th & 8th Confirmation","","","N"
182,"2012-03-28 12:00:00","2012-03-28 13:00:00","Midweek Devotional","","","N"
183,"2012-03-28 12:30:00","2012-03-28 13:30:00","Midweek Luncheon","","","N"
184,"2012-03-28 18:00:00","2012-03-28 19:00:00","Lenten Supper","","","N"
185,"2012-03-28 19:00:00","2012-03-28 20:00:00","Lenten Study","","","N"
186,"2012-03-28 20:00:00","2012-03-28 21:00:00","AA Meeting","","","N"
187,"2012-03-29 18:45:00","2012-03-29 19:45:00","Bell Ringers","","","N"
188,"2012-03-29 19:30:00","2012-03-29 20:30:00","Chancel Choir","","","N"
189,"2012-03-29 18:30:00","2012-03-29 19:30:00","TOPS","","","N"
190,"2012-03-31 11:00:00","2012-03-31 13:00:00","Choir Rehearsal","","","N"
191,"2012-03-31 13:30:00","2012-03-31 16:30:00","Adopted Jewelry Sale","","","N"
192,"2012-03-31 20:00:00","2012-03-31 21:00:00","AA Meeting","","","N"
193,"2012-04-01 10:00:00","2012-04-01 11:00:00","Passion/Palm Sunday","","Y","N"
194,"2012-04-01 10:00:00","2012-04-01 11:00:00","Choir Cantata","","","N"
195,"2012-04-01 10:10:00","2012-04-01 11:10:00","Sunday Alive","","","N"
196,"2012-04-01 10:10:00","2012-04-01 11:10:00","6th Grade Confirmation","","","N"
197,"2012-04-08 10:00:00","2012-04-08 11:00:00","Easter","","Y","N"
198,"2012-04-08 08:00:00","2012-04-08 09:00:00","Early Easter Service","","Y","N"
199,"2012-04-08 09:00:00","2012-04-08 10:00:00","Easter Breakfast","","","N"
200,"2012-04-08 09:30:00","2012-04-08 10:30:00","Easter Egg Hunt","","","N"
201,"2012-04-08 10:30:00","2012-04-08 11:30:00","Late Easter Service","","Y","N"
202,"2012-04-15 10:00:00","2012-04-15 11:00:00","2nd Sunday of Easter","","","N"
203,"2012-04-15 10:00:00","2012-04-15 11:00:00","Communion Service","","","N"
204,"2012-04-15 10:00:00","2012-04-15 11:00:00","6th Grade Confirmation","","","N"
205,"2012-04-15 10:10:00","2012-04-15 11:10:00","Sunday Alive","","","N"
206,"2012-04-15 11:30:00","2012-04-15 12:30:00","Teen Choir","","","N"
207,"2012-04-15 18:30:00","2012-04-15 19:30:00","Adult Discussion","","","N"
208,"2012-04-22 10:00:00","2012-04-22 11:00:00","Earth Sunday","","","N"
209,"2012-04-22 10:00:00","2012-04-22 11:00:00","3rd Sunday of Easter","","","N"
210,"2012-04-22 10:00:00","2012-04-22 11:00:00","Communion Service","","","N"
211,"2012-04-22 10:00:00","2012-04-22 11:00:00","Youth Service","","","N"
212,"2012-04-22 10:10:00","2012-04-22 11:10:00","Sunday Alive","","","N"
213,"2012-04-22 18:30:00","2012-04-22 19:30:00","Bowling","","","N"
214,"2012-04-29 10:00:00","2012-04-29 11:00:00","4th Sunday of Easter","","","N"
215,"2012-04-29 10:00:00","2012-04-29 11:00:00","Gideon Sunday","","","N"
216,"2012-04-29 10:00:00","2012-04-29 11:00:00","Communion Service","","","N"
217,"2012-04-29 10:10:00","2012-04-29 11:10:00","Sunday Alive","","","N"
218,"2012-04-02 19:00:00","2012-04-02 20:00:00","Boy Scouts","","","N"
219,"2012-04-09 19:00:00","2012-04-09 20:00:00","Church Council","","","N"
220,"2012-04-09 19:00:00","2012-04-09 20:00:00","Boy Scouts","","","N"
221,"2012-04-23 19:00:00","2012-04-23 20:00:00","Boy Scouts","","","N"
222,"2012-04-30 19:00:00","2012-04-30 20:00:00","Boy Scouts","","","N"
223,"2012-04-10 09:00:00","2012-04-10 10:00:00","Work Day","","","N"
224,"2012-04-24 09:00:00","2012-04-24 10:00:00","Work Day","","","N"
225,"2012-04-04 19:00:00","2012-04-04 20:00:00","Rock Club","","","N"
226,"2012-04-04 20:00:00","2012-04-04 21:00:00","AA","","","N"
227,"2012-04-11 20:00:00","2012-04-11 21:00:00","AA","","","N"
228,"2012-04-18 13:00:00","2012-04-18 14:00:00","Waterford Ministerial Fellowship","","","N"
229,"2012-04-18 19:00:00","2012-04-18 20:00:00","Yard Sale Meeting","","","N"
230,"2012-04-18 19:00:00","2012-04-18 20:00:00","7th & 8th Confirmation","","","N"
231,"2012-04-18 20:00:00","2012-04-18 21:00:00","AA","","","N"
232,"2012-04-25 19:00:00","2012-04-25 20:00:00","7th & 8th Confirmation","","","N"
233,"2012-04-25 20:00:00","2012-04-25 21:00:00","AA","","","N"
234,"2012-04-05 10:00:00","2012-04-05 11:00:00","WELCA","","","N"
235,"2012-04-05 19:30:00","2012-04-05 20:30:00","Maundy THursday Service","","","N"
236,"2012-04-12 18:30:00","2012-04-12 19:30:00","TOPS","","","N"
237,"2012-04-12 18:45:00","2012-04-12 19:45:00","Bell Choir","","","N"
238,"2012-04-12 19:30:00","2012-04-12 20:30:00","Chancel Choir","","","N"
239,"2012-04-19 18:45:00","2012-04-19 19:45:00","Bell Choir","","","N"
240,"2012-04-19 19:30:00","2012-04-19 20:30:00","Chancel Choir","","","N"
241,"2012-04-19 18:30:00","2012-04-19 19:30:00","TOPS","","","N"
242,"2012-04-26 18:45:00","2012-04-26 19:45:00","Bell Choir","","","N"
243,"2012-04-26 19:30:00","2012-04-26 20:30:00","Chancel Choir","","","N"
244,"2012-04-06 12:00:00","2012-04-06 14:00:00","Community Good Friday","<p>Community Good Friday</p>
<p>12:00-12:30-1:00pm</p>
<p>At Calvary White Lake</p>","Y","N"
245,"2012-04-06 19:30:00","2012-04-06 20:30:00","CLC Good Friday Service","","Y","N"
246,"2012-04-07 20:00:00","2012-04-07 21:00:00","AA","","","N"
247,"2012-04-14 13:00:00","2012-04-14 14:00:00","Outside Group","","","N"
248,"2012-04-14 20:00:00","2012-04-14 21:00:00","AA","","","N"
249,"2012-04-20 19:00:00","2012-04-20 20:00:00","Free Movie Night","","","N"
250,"2012-04-21 10:00:00","2012-04-21 20:00:00","Outside Group","","","N"
251,"2012-04-21 18:00:00","2012-04-21 21:00:00","Youth Service Practice","","","N"
252,"2012-04-21 20:00:00","2012-04-21 21:00:00","AA","","","N"
253,"2012-04-28 10:00:00","2012-04-28 11:00:00","SCAS","","","N"
254,"2012-04-28 10:00:00","2012-04-28 11:00:00","Outside Group","","","N"
255,"2012-04-28 20:00:00","2012-04-28 21:00:00","AA","","","N"
256,"2012-05-06 10:00:00","2012-05-06 11:00:00","5th Sunday of Easter","","Y","N"
257,"2012-05-06 10:00:00","2012-05-06 11:00:00","\"Men of Grace\" & Baptism Service","","Y","N"
258,"2012-05-06 10:10:00","2012-05-06 11:10:00","6th Grade Confirmation","","","N"
259,"2012-05-06 10:10:00","2012-05-06 11:10:00","Sunday Alive","","","N"
260,"2012-05-13 10:00:00","2012-05-13 11:00:00","6th Sunday of Easter","","Y","N"
261,"2012-05-13 11:30:00","2012-05-13 12:30:00","W & Music Meeting","","","N"
262,"2012-05-20 10:00:00","2012-05-20 11:00:00","7th Sunday of Easter","","Y","N"
263,"2012-05-20 10:00:00","2012-05-20 11:00:00","Confirmation & Communion Service","","","N"
264,"2012-05-20 10:10:00","2012-05-20 11:10:00","6th Grade Confirmation","","","N"
265,"2012-05-20 10:10:00","2012-05-20 11:10:00","Sunday Alive","","","N"
266,"2012-05-20 16:00:00","2012-05-20 17:00:00","May Concert","","","N"
267,"2012-05-27 10:00:00","2012-05-27 11:00:00","Day of Pentecost","","","N"
268,"2012-05-27 10:00:00","2012-05-27 11:00:00","Communion Service","","","N"
269,"2012-05-14 18:30:00","2012-05-14 19:30:00","Church Council","","","N"
270,"2012-05-28 10:00:00","2012-05-28 11:00:00","Memorial Day","","","N"
271,"2012-05-01 19:00:00","2012-05-01 20:00:00","Mission Statement Meeting","","","N"
272,"2012-05-08 11:30:00","2012-05-08 12:30:00","Work Day Community & Global Ministry","","","N"
273,"2012-05-22 09:00:00","2012-05-22 10:00:00","Work Day","","","N"
274,"2012-05-02 20:00:00","2012-05-02 21:00:00","AA Meeting","","","N"
275,"2012-05-09 19:00:00","2012-05-09 20:00:00","Confirmation","","","N"
276,"2012-05-16 20:00:00","2012-05-16 21:00:00","AA Meeting","","","N"
277,"2012-05-23 20:00:00","2012-05-23 21:00:00","AA Meeting","","","N"
278,"2012-05-30 20:00:00","2012-05-30 21:00:00","AA Meeting","","","N"
279,"2012-05-03 10:00:00","2012-05-03 11:00:00","WELCA","","","N"
280,"2012-05-03 18:30:00","2012-05-03 19:30:00","TOPS","","","N"
281,"2012-05-03 18:45:00","2012-05-03 19:45:00","Bell Choir","","","N"
282,"2012-05-03 19:30:00","2012-05-03 20:30:00","Chancel Choir","","","N"
283,"2012-05-10 18:30:00","2012-05-10 19:30:00","TOPS","","","N"
284,"2012-05-10 18:45:00","2012-05-10 19:45:00","Bell Choir","","","N"
285,"2012-05-10 19:30:00","2012-05-10 20:30:00","Chancel Choir","","","N"
286,"2012-05-10 19:30:00","2012-05-10 20:30:00","Chancel Choir","","","N"
287,"2012-05-17 18:30:00","2012-05-17 19:30:00","TOPS","","","N"
288,"2012-05-17 18:45:00","2012-05-17 19:45:00","Bell Choir","","","N"
289,"2012-05-17 19:30:00","2012-05-17 20:30:00","Chancel Choir","","","N"
290,"2012-05-24 18:30:00","2012-05-24 19:30:00","TOPS","","","N"
291,"2012-05-24 18:45:00","2012-05-24 19:45:00","Bell Choir","","","N"
292,"2012-05-24 19:30:00","2012-05-24 20:30:00","Chancel Choir","","","N"
293,"2012-05-31 18:30:00","2012-05-31 19:30:00","TOPS","","","N"
294,"2012-05-04 13:00:00","2012-05-04 18:45:00","Blood Drive","","Y","N"
295,"2012-05-05 09:00:00","2012-05-05 12:00:00","Spring Clean Up","","Y","N"
296,"2012-05-11 10:00:00","2012-05-11 11:00:00","Synod Assembly","","","N"
297,"2012-05-12 13:00:00","2012-05-12 15:00:00","SCSA","","","N"
298,"2012-05-12 20:00:00","2012-05-12 21:00:00","AA Meeting","","","N"
299,"2012-05-19 20:00:00","2012-05-19 21:00:00","AA Meeting","","","N"
300,"2012-05-25 19:00:00","2012-05-25 21:00:00","Free Movie","","","N"
301,"2012-05-26 13:00:00","2012-05-26 15:00:00","SCSA","","","N"
302,"2012-05-26 20:00:00","2012-05-26 21:00:00","AA Meeting","","","N"
303,"2012-06-03 10:00:00","2012-06-03 11:00:00","The Holy Trinity Sunday","","","N"
